gpu_id,timestamp,memory_used_MiB,memory_free_MiB,memory_total_MiB,gpu_util_pct,temp_C
0,2026/07/02 12:40:28.771,1614,14662,16384,53,51
0,2026/07/02 12:40:33.803,1614,14662,16384,52,51
0,2026/07/02 12:40:44.043,1614,14662,16384,74,51
0,2026/07/02 12:40:49.091,1614,14662,16384,72,51
0,2026/07/02 12:40:54.141,1614,14662,16384,55,51
0,2026/07/02 12:40:59.190,1614,14662,16384,56,51
0,2026/07/02 12:41:08.821,1614,14662,16384,59,51
0,2026/07/02 12:41:13.870,1614,14662,16384,52,51
0,2026/07/02 12:41:27.158,1614,14662,16384,66,51
0,2026/07/02 12:41:32.206,1614,14662,16384,61,51
0,2026/07/02 12:41:41.536,1614,14662,16384,70,51
0,2026/07/02 12:41:46.590,1614,14662,16384,60,51
0,2026/07/02 12:41:56.944,1614,14662,16384,53,51
0,2026/07/02 12:42:02.000,1614,14662,16384,62,51
0,2026/07/02 12:42:12.741,1614,14662,16384,57,51
0,2026/07/02 12:42:17.769,1614,14662,16384,54,51
0,2026/07/02 12:42:22.819,1614,14662,16384,63,51
0,2026/07/02 12:42:35.834,1614,14662,16384,65,51
0,2026/07/02 12:42:43.859,1614,14662,16384,73,51
0,2026/07/02 12:42:50.102,1614,14662,16384,53,51
0,2026/07/02 12:42:55.137,1614,14662,16384,53,51
0,2026/07/02 12:43:00.430,1614,14662,16384,59,51
0,2026/07/02 12:43:09.822,1614,14662,16384,68,50
0,2026/07/02 12:43:15.196,1614,14662,16384,54,50
0,2026/07/02 12:43:27.307,1614,14662,16384,59,50
0,2026/07/02 12:43:32.450,1614,14662,16384,69,51
0,2026/07/02 12:43:37.862,1614,14662,16384,57,51
0,2026/07/02 12:43:46.132,1614,14662,16384,71,51
0,2026/07/02 12:43:59.974,1614,14662,16384,63,50
0,2026/07/02 12:44:06.242,1614,14662,16384,55,50
0,2026/07/02 12:44:11.354,1614,14662,16384,58,50
0,2026/07/02 12:44:24.366,1614,14662,16384,63,50
0,2026/07/02 12:44:29.460,1614,14662,16384,55,50
0,2026/07/02 12:44:38.082,1614,14662,16384,63,50
0,2026/07/02 12:44:43.182,1614,14662,16384,54,50
0,2026/07/02 12:44:53.425,1614,14662,16384,60,50
0,2026/07/02 12:44:58.538,1614,14662,16384,72,50
0,2026/07/02 12:45:04.113,1614,14662,16384,65,50
0,2026/07/02 12:45:09.227,1614,14662,16384,54,50
0,2026/07/02 12:45:23.539,1614,14662,16384,53,50
0,2026/07/02 12:45:31.297,1614,14662,16384,59,50
0,2026/07/02 12:45:43.964,1614,14662,16384,68,50
0,2026/07/02 12:45:49.907,1614,14662,16384,56,50
0,2026/07/02 12:45:54.995,1614,14662,16384,65,50
0,2026/07/02 12:46:00.092,1614,14662,16384,71,50
0,2026/07/02 12:46:05.159,1614,14662,16384,55,50
0,2026/07/02 12:46:10.813,1614,14662,16384,66,50
0,2026/07/02 12:46:17.234,1614,14662,16384,67,50
0,2026/07/02 12:46:22.282,1614,14662,16384,59,50
0,2026/07/02 12:46:34.948,1614,14662,16384,66,50
0,2026/07/02 12:46:39.999,1614,14662,16384,62,50
0,2026/07/02 12:46:48.618,1614,14662,16384,73,50
0,2026/07/02 12:46:53.676,1614,14662,16384,59,50
0,2026/07/02 12:46:58.713,1614,14662,16384,58,50
0,2026/07/02 12:47:03.769,1614,14662,16384,72,50
0,2026/07/02 12:47:08.798,1614,14662,16384,64,50
0,2026/07/02 12:47:15.983,1614,14662,16384,71,50
0,2026/07/02 12:47:21.034,1614,14662,16384,60,50
0,2026/07/02 12:47:28.759,1614,14662,16384,68,50
0,2026/07/02 12:47:33.810,1614,14662,16384,66,50
0,2026/07/02 12:47:43.344,1614,14662,16384,56,50
0,2026/07/02 12:47:48.405,1614,14662,16384,60,50
0,2026/07/02 12:47:59.639,1614,14662,16384,73,50
0,2026/07/02 12:48:04.696,1614,14662,16384,56,50
0,2026/07/02 12:48:12.873,1614,14662,16384,64,50
0,2026/07/02 12:48:17.922,1614,14662,16384,63,50
0,2026/07/02 12:48:22.968,1614,14662,16384,63,50
0,2026/07/02 12:48:31.462,1614,14662,16384,68,50
0,2026/07/02 12:48:36.492,1614,14662,16384,59,51
0,2026/07/02 12:48:41.540,1614,14662,16384,58,51
0,2026/07/02 12:48:46.779,1614,14662,16384,61,50
